    
H 會館,標準雙床房,1 房 x 1 晚,NT$,4305,稅金和服務費,NT$,667,總價,NT$,4973      
H 會館,豪華客房,1 房 x 1 晚,NT$,4305,稅金和服務費,NT$,667,總價,NT$,4973      
HOTEL PAPA WHALE,舒適雙床房& 無窗戶 (位於地下樓層),1 房 x 1 晚,NT$,1031,稅金和服務費,NT$,160,總價,NT$,1191      
HOTEL PAPA WHALE,精緻雙床房& 無窗,1 房 x 1 晚,NT$,1080,稅金和服務費,NT$,167,總價,NT$,1247      
HOTEL PAPA WHALE,雅緻雙人房& 無窗,1 房 x 1 晚,NT$,982,稅金和服務費,NT$,152,總價,NT$,1134      
HOTEL PAPA WHALE,舒適雙人房& 無窗戶 (位於地下樓層),1 房 x 1 晚,NT$,933,稅金和服務費,NT$,145,總價,NT$,1077      
HOTEL PAPA WHALE,雅緻雙人房& 無窗,1 房 x 1 晚,NT$,1129,稅金和服務費,NT$,175,總價,NT$,1304      
HOTEL PAPA WHALE,舒適雙人房& 無窗戶 (位於地下樓層),1 房 x 1 晚,NT$,1080,稅金和服務費,NT$,167,總價,NT$,1247      
HOTEL PAPA WHALE,雅緻三人房& 無窗,1 房 x 1 晚,NT$,1669,稅金和服務費,NT$,259,總價,NT$,1928      
HOTEL PAPA WHALE,雅緻三人房& 無窗,1 房 x 1 晚,NT$,1865,稅金和服務費,NT$,289,總價,NT$,2155      
HOTEL PAPA WHALE,精緻四人房& 無窗,1 房 x 1 晚,NT$,2160,稅金和服務費,NT$,335,總價,NT$,2495      
HOTEL PAPA WHALE,精緻四人房& 無窗,1 房 x 1 晚,NT$,1865,稅金和服務費,NT$,289,總價,NT$,2155      
HOTEL PAPA WHALE,豪華六人房 (無窗),1 房 x 1 晚,NT$,2602,稅金和服務費,NT$,403,總價,NT$,3005      
HOTEL PAPA WHALE,精緻雙床房& 無窗,1 房 x 1 晚,NT$,933,稅金和服務費,NT$,145,總價,NT$,1077      
HOTEL PAPA WHALE,舒適雙床房& 無窗戶 (位於地下樓層),1 房 x 1 晚,NT$,884,稅金和服務費,NT$,137,總價,NT$,1021      
HOTEL PAPA WHALE,豪華六人房 (無窗),1 房 x 1 晚,NT$,2995,稅金和服務費,NT$,464,總價,NT$,3459      
Hotel 7 逢甲,標準雙人房& 1 張標準雙人床,1 房 x 1 晚,NT$,2857,稅金和服務費,NT$,443,總價,NT$,3300      
Hotel 7 逢甲,標準三人房& 多張床,1 房 x 1 晚,NT$,3377,稅金和服務費,NT$,523,總價,NT$,3900      
Hotel 7 逢甲,標準三人房& 多張床,1 房 x 1 晚,NT$,2943,稅金和服務費,NT$,456,總價,NT$,3399      
Hotel 7 逢甲,標準雙床房& 2 張單人床,1 房 x 1 晚,NT$,2857,稅金和服務費,NT$,443,總價,NT$,3300      
Hotel 7 逢甲,豪華樓中樓客房& 1 張加大雙人床,1 房 x 1 晚,NT$,2683,稅金和服務費,NT$,416,總價,NT$,3099      
Hotel 7 逢甲,標準雙床房& 2 張單人床,1 房 x 1 晚,NT$,2597,稅金和服務費,NT$,402,總價,NT$,2999      
Hotel 7 逢甲,標準雙人房& 1 張標準雙人床,1 房 x 1 晚,NT$,2597,稅金和服務費,NT$,402,總價,NT$,2999      
